"ID","Label","Level","Implement"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_42_BrRight_.Term","R.4[2].[t]*.[r][42].Term DESK","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_42_BrRight_.Definition","R.4[2].[t]*.[r][42].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_42_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][42].Definition.[1] Inside a cab, the set ...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_42_BrRight_.Definition._BrLeft_2_BrRight_","R.4[2].[t]*.[r][42].Definition.[2] Exception: some single...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_43_BrRight_","R.4[2].[t]*.[r][43]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_43_BrRight_.Term","R.4[2].[t]*.[r][43].Term DIVERSITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_43_BrRight_.Definition","R.4[2].[t]*.[r][43].Definition A means of achieving a...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_44_BrRight_","R.4[2].[t]*.[r][44]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_44_BrRight_.Term","R.4[2].[t]*.[r][44].Term DRIVER IDENTITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_44_BrRight_.Definition","R.4[2].[t]*.[r][44].Definition Unique code which iden...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_45_BrRight_","R.4[2].[t]*.[r][45]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_45_BrRight_.Term","R.4[2].[t]*.[r][45].Term DRIVER MACHINE INTERFACE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_45_BrRight_.Definition","R.4[2].[t]*.[r][45].Definition The interface to enabl...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_46_BrRight_","R.4[2].[t]*.[r][46]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_46_BrRight_.Term","R.4[2].[t]*.[r][46].Term DRIVING ON SIGHT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_46_BrRight_.Definition","R.4[2].[t]*.[r][46].Definition The driver driving at ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_47_BrRight_","R.4[2].[t]*.[r][47]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_47_BrRight_.Term","R.4[2].[t]*.[r][47].Term DUAL CAB ENGINE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_47_BrRight_.Definition","R.4[2].[t]*.[r][47].Definition Rolling Stock unit fit...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_48_BrRight_","R.4[2].[t]*.[r][48]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_48_BrRight_.Term","R.4[2].[t]*.[r][48].Term DYNAMIC SPEED PROFILE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_48_BrRight_.Definition","R.4[2].[t]*.[r][48].Definition The speed / distance p...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_49_BrRight_","R.4[2].[t]*.[r][49]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_49_BrRight_.Term","R.4[2].[t]*.[r][49].Term EMERGENCY BRAKING","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_49_BrRight_.Definition","R.4[2].[t]*.[r][49].Definition Application of a prede...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_50_BrRight_","R.4[2].[t]*.[r][50]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_50_BrRight_.Term","R.4[2].[t]*.[r][50].Term END OF LOOP MARKER","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_50_BrRight_.Definition","R.4[2].[t]*.[r][50].Definition The balise group inten...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_51_BrRight_","R.4[2].[t]*.[r][51]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_51_BrRight_.Term","R.4[2].[t]*.[r][51].Term END OF AUTHORITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_51_BrRight_.Definition","R.4[2].[t]*.[r][51].Definition Location to which the ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_52_BrRight_","R.4[2].[t]*.[r][52]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_52_BrRight_.Term","R.4[2].[t]*.[r][52].Term ENGINE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_52_BrRight_.Definition","R.4[2].[t]*.[r][52].Definition","5","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_52_BrRight_.Definition._BrLeft_1_BrRight_","R.4[2].[t]*.[r][52].Definition.[1] Association of one or ...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_52_BrRight_.Definition._BrLeft_2_BrRight_","R.4[2].[t]*.[r][52].Definition.[2] When a driving cab of ...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_52_BrRight_.Definition._BrLeft_3_BrRight_","R.4[2].[t]*.[r][52].Definition.[3] Each driving cab of an...","6","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_53_BrRight_","R.4[2].[t]*.[r][53]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_53_BrRight_.Term","R.4[2].[t]*.[r][53].Term ENTRANCE SIGNAL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_53_BrRight_.Definition","R.4[2].[t]*.[r][53].Definition A main signal, intende...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_54_BrRight_","R.4[2].[t]*.[r][54]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_54_BrRight_.Term","R.4[2].[t]*.[r][54].Term EQUIPPED LINE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_54_BrRight_.Definition","R.4[2].[t]*.[r][54].Definition Line equipped with ERT...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_55_BrRight_","R.4[2].[t]*.[r][55]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_55_BrRight_.Term","R.4[2].[t]*.[r][55].Term ERTMS/ETCS ON-BOARD EQ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_55_BrRight_.Definition","R.4[2].[t]*.[r][55].Definition The part (software and...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_56_BrRight_","R.4[2].[t]*.[r][56]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_56_BrRight_.Term","R.4[2].[t]*.[r][56].Term ESTIMATED SPEED","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_56_BrRight_.Definition","R.4[2].[t]*.[r][56].Definition The speed the odometer...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_57_BrRight_","R.4[2].[t]*.[r][57]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_57_BrRight_.Term","R.4[2].[t]*.[r][57].Term ESTIMATED POSITION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_57_BrRight_.Definition","R.4[2].[t]*.[r][57].Definition The position the ERTMS...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_58_BrRight_","R.4[2].[t]*.[r][58]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_58_BrRight_.Term","R.4[2].[t]*.[r][58].Term EUROPEAN RAIL TRAFFIC ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_58_BrRight_.Definition","R.4[2].[t]*.[r][58].Definition Signalling and operati...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_59_BrRight_","R.4[2].[t]*.[r][59]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_59_BrRight_.Term","R.4[2].[t]*.[r][59].Term EUROPEAN TRAIN CONTROL...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_59_BrRight_.Definition","R.4[2].[t]*.[r][59].Definition The Control Command pa...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_60_BrRight_","R.4[2].[t]*.[r][60]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_60_BrRight_.Term","R.4[2].[t]*.[r][60].Term EUROBALISE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_60_BrRight_.Definition","R.4[2].[t]*.[r][60].Definition Balise compliant with ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_","R.4[2].[t]*.[r][61]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_.Term","R.4[2].[t]*.[r][61].Term EUROLOOP","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_61_BrRight_.Definition","R.4[2].[t]*.[r][61].Definition Loop compliant with th...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_","R.4[2].[t]*.[r][62]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_.Term","R.4[2].[t]*.[r][62].Term EURORADIO","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_62_BrRight_.Definition","R.4[2].[t]*.[r][62].Definition The functions required...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_","R.4[2].[t]*.[r][63]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_.Term","R.4[2].[t]*.[r][63].Term EXIT SIGNAL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_63_BrRight_.Definition","R.4[2].[t]*.[r][63].Definition A main signal that is ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_","R.4[2].[t]*.[r][64]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_.Term","R.4[2].[t]*.[r][64].Term EXPECTATION WINDOW","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_64_BrRight_.Definition","R.4[2].[t]*.[r][64].Definition The interval between t...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_","R.4[2].[t]*.[r][65]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_.Term","R.4[2].[t]*.[r][65].Term FAIL-SAFE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_65_BrRight_.Definition","R.4[2].[t]*.[r][65].Definition A design philosophy wh...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_","R.4[2].[t]*.[r][66]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_.Term","R.4[2].[t]*.[r][66].Term FAILURE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_66_BrRight_.Definition","R.4[2].[t]*.[r][66].Definition Effect of an error on ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_","R.4[2].[t]*.[r][67]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_.Term","R.4[2].[t]*.[r][67].Term FAULT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_67_BrRight_.Definition","R.4[2].[t]*.[r][67].Definition An abnormal condition ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_","R.4[2].[t]*.[r][68]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_.Term","R.4[2].[t]*.[r][68].Term FAULT DETECTION TIME","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_68_BrRight_.Definition","R.4[2].[t]*.[r][68].Definition Time span that begins ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_","R.4[2].[t]*.[r][69]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_.Term","R.4[2].[t]*.[r][69].Term FAULT NEGATION TIME","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_69_BrRight_.Definition","R.4[2].[t]*.[r][69].Definition Time span that begins ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_","R.4[2].[t]*.[r][70]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_.Term","R.4[2].[t]*.[r][70].Term FIXED BLOCK","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_70_BrRight_.Definition","R.4[2].[t]*.[r][70].Definition A block in which the e...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_","R.4[2].[t]*.[r][71]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_.Term","R.4[2].[t]*.[r][71].Term FOULING POINT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_71_BrRight_.Definition","R.4[2].[t]*.[r][71].Definition The place where a vehi...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_","R.4[2].[t]*.[r][72]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_.Term","R.4[2].[t]*.[r][72].Term FULL SUPERVISION MODE","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_72_BrRight_.Definition","R.4[2].[t]*.[r][72].Definition ERTMS/ETCS on-board eq...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_","R.4[2].[t]*.[r][73]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_.Term","R.4[2].[t]*.[r][73].Term IMMEDIATE LEVEL TRANSI...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_73_BrRight_.Definition","R.4[2].[t]*.[r][73].Definition An Immediate Level Tra...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_","R.4[2].[t]*.[r][74]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_.Term","R.4[2].[t]*.[r][74].Term IN ADVANCE OF","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_74_BrRight_.Definition","R.4[2].[t]*.[r][74].Definition A term indicating a po...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_","R.4[2].[t]*.[r][75]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_.Term","R.4[2].[t]*.[r][75].Term IN REAR OF","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_75_BrRight_.Definition","R.4[2].[t]*.[r][75].Definition A term indicating a po...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_","R.4[2].[t]*.[r][77]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_.Term","R.4[2].[t]*.[r][77].Term INDEPENDENCE, TECHNICAL","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_77_BrRight_.Definition","R.4[2].[t]*.[r][77].Definition Freedom from any mecha...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_","R.4[2].[t]*.[r][78]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_.Term","R.4[2].[t]*.[r][78].Term INFILL INFORMATION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_78_BrRight_.Definition","R.4[2].[t]*.[r][78].Definition Trackside data, referr...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_","R.4[2].[t]*.[r][79]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_.Term","R.4[2].[t]*.[r][79].Term INFILL LOOP","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_79_BrRight_.Definition","R.4[2].[t]*.[r][79].Definition A loop which is instal...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_","R.4[2].[t]*.[r][80]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_.Term","R.4[2].[t]*.[r][80].Term INFORMATION POINT","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_80_BrRight_.Definition","R.4[2].[t]*.[r][80].Definition Specific location on t...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_","R.4[2].[t]*.[r][81]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_.Term","R.4[2].[t]*.[r][81].Term INTERLOCKING","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_81_BrRight_.Definition","R.4[2].[t]*.[r][81].Definition A general term applied...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_","R.4[2].[t]*.[r][82]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_.Term","R.4[2].[t]*.[r][82].Term INTERMITTENT TRANSMISSION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_82_BrRight_.Definition","R.4[2].[t]*.[r][82].Definition A term that encompasse...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_","R.4[2].[t]*.[r][83]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_.Term","R.4[2].[t]*.[r][83].Term INTEROPERABILITY","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_83_BrRight_.Definition","R.4[2].[t]*.[r][83].Definition Interoperability means...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_","R.4[2].[t]*.[r][84]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_.Term","R.4[2].[t]*.[r][84].Term INTEROPERABILITY CONST...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_84_BrRight_.Definition","R.4[2].[t]*.[r][84].Definition Any elementary compone...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_","R.4[2].[t]*.[r][85]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_.Term","R.4[2].[t]*.[r][85].Term INTEROPERABILITY, OPER...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_85_BrRight_.Definition","R.4[2].[t]*.[r][85].Definition The set of harmonised ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_","R.4[2].[t]*.[r][86]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_.Term","R.4[2].[t]*.[r][86].Term INTEROPERABILITY, TECH...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_86_BrRight_.Definition","R.4[2].[t]*.[r][86].Definition The set of harmonised ...","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_","R.4[2].[t]*.[r][87]","4","FALSE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_.Term","R.4[2].[t]*.[r][87].Term INTERVENTION","5","TRUE"
"_R.4_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_._BrLeft_r_BrRight__BrLeft_87_BrRight_.Definition","R.4[2].[t]*.[r][87].Definition Where ERTMS/ETCS takes...","5","TRUE"
